tai buvo tiesiog sudėtingesnė tautinės sąmonės forma , būdinga tokiems žmonėms kaip mykolas riomeris .	tai būti tiesiog sudėtingas tautinis sąmonė forma , būdingas toks žmogus kaip mykolas riomeris .	PRO 3;ACT;FIN;IND;POS;PST;SG;V ADV ADJ;CMPR;FEM;INDF;NOM;SG ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG FEM;N;NOM;SG _ ADJ;FEM;INDF;NOM;SG DAT;DET;MASC;PL DAT;MASC;N;PL CONJ MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
vis dėlto rusijos narai ne tik ištraukė tik kiek aplamdytą savirašį mars bm prietaisą , bet ir atidarę apsauginę kapsulę viduje rado nepažeistą magnetofoną .	vis%dėlto vis%dėlto rusija naras ne%tik ne%tik ištraukti tik kiek aplamdyti savirašis mars bm prietaisas , bet%ir bet%ir atidaryti apsauginis kapsulė vidus rasti pažeisti magnetofonas .	CONJ CONJ FEM;GEN;PROPN;SG MASC;N;NOM;PL CONJ PART 3;ACT;FIN;IND;PL;POS;PST;V ADV ADV ACC;ACT;INDF;MASC;POS;PST;SG;V;V.PTCP ACC;ADJ;INDF;MASC;SG PROPN PROPN ACC;MASC;N;SG _ CONJ CONJ ACT;INDF;MASC;NOM;PL;POS;V;V.PTCP ACC;ADJ;FEM;INDF;SG ACC;FEM;N;SG ESS;MASC;N;SG 3;ACT;FIN;IND;POS;PST;SG;V ACC;ACT;INDF;MASC;NEG;PST;SG;V;V.PTCP ACC;MASC;N;SG _
jų komedijos neišliko , tuo tarpu „ debesys “ skaitomi ligi šiol .	jų komedija išlikti , tuo tarpu „ debesis “ skaityti ligi šis .	DET FEM;GEN;N;SG 3;ACT;FIN;IND;NEG;PL;PST;V _ ADV ADV _ MASC;N;NOM;PL _ ACT;INDF;MASC;NOM;PL;POS;PRS;V;V.PTCP ADP ADV _
šiose srityse , deja , dar maža kuo galime didžiuotis .	šis sritis , deja , dar mažas kas galėti didžiuotis .	DET;ESS;FEM;PL ESS;FEM;N;PL _ INTJ _ ADV ADJ;INDF;NEUT INS;PRO 1;ACT;FIN;IND;PL;POS;PRS;V ACT;NFIN;POS;REFL;V _
šiandien galima būti lietuviu ir vaisingai dalyvauti lietuvos gyvenime net tada , jei tavo svarbiausias būstas yra kitame kontinente .	šiandien galėti būti lietuvis ir vaisingai dalyvauti lietuva gyvenimas net tada , jei tavo svarbus būstas būti kitas kontinentas .	ADV INDF;NEUT;PASS;POS;PRS;V;V.PTCP ACT;NFIN;POS;V ADJ;INDF;INS;MASC;SG CONJ ADV ACT;NFIN;POS;V FEM;GEN;PROPN;SG ESS;MASC;N;SG ADV ADV _ CONJ DET ADJ;INDF;MASC;NOM;RL;SG MASC;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;ESS;INDF;MASC;SG ESS;MASC;N;SG _
mars bm garsą užtikrina trys įtaisyti mikrofonai .	mars bm garsas užtikrinti trys įtaisyti mikrofonas .	PROPN PROPN ACC;MASC;N;SG 3;ACT;FIN;IND;PL;POS;PRS;V MASC;NOM;NUM ACT;NFIN;POS;V MASC;N;NOM;PL _
mums netelpa galvoje , kad pasaulis gali būti ne toks jau blogas , o pasaulinė politika nebūtinai mums žalinga .	mes tilpti galva , kad pasaulis galėti būti ne toks jau blogas , o pasaulinis politika nebūtinai mes žalingas .	1;DAT;PL;PRO 3;ACT;FIN;IND;NEG;PL;PRS;V ESS;FEM;N;SG _ CONJ MASC;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V NEG;PART DET;MASC;NOM;SG PART ADJ;INDF;MASC;NOM;SG _ CONJ ADJ;FEM;INDF;NOM;SG FEM;N;NOM;SG ADV 1;DAT;PL;PRO ADJ;FEM;INDF;NOM;SG _
istoriškai laimėjo , kaip žinome , sokratas .	istoriškai laimėti , kaip žinoti , sokratas .	ADV 3;ACT;FIN;IND;POS;PST;SG;V _ CONJ 1;ACT;FIN;IND;PL;POS;PRS;V _ MASC;NOM;PROPN;SG _
po to buvo įrašinėjama iš naujo .	po tas būti įrašinėti iš%naujo iš%naujo .	ADP GEN;MASC;PRO;SG 3;ACT;FIN;IND;POS;PST;SG;V INDF;NEUT;PASS;POS;PRS;V;V.PTCP ADV ADV _
ir nors pilotų kabinos įrašuose , anot jų klausiusių ekspertų , gausu pašalinio triukšmo , jis įprastas triukšmingam tu-154 , kuris negarsėja puikia izoliacija .	ir nors pilotas kabina įrašas , anot jie klausyti ekspertas , gausas pašalinis triukšmas , jis įprastas triukšmingas tu-154 , kuris garsėti puikus izoliacija .	CONJ CONJ GEN;MASC;N;PL FEM;GEN;N;SG ESS;MASC;N;PL _ ADP DET;GEN;MASC;PL ACT;GEN;INDF;MASC;PL;POS;V;V.PTCP GEN;MASC;N;PL _ INS;MASC;N;SG GEN;MASC;N;SG GEN;MASC;N;SG _ 3;MASC;NOM;PRO;SG INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ADJ;DAT;INDF;MASC;SG DAT;MASC;PROPN;SG _ MASC;NOM;PRO;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ADJ;FEM;INDF;INS;SG FEM;N;NOM;SG _
tačiau dauguma iš maždaug 7 tūkst. darbuotojų žinojo , jog uždarose ir sovietinio saugumo kgb kruopščiai prižiūrimose patalpose gaminamos ir karinės , „ ypatingos “ paskirties prekės .	tačiau dauguma iš maždaug 7 tūkst. darbuotojas žinoti , jog uždaras ir sovietinis saugumas kgb kruopščiai prižiūrėti patalpa gaminti ir karinėti , „ ypatingas “ paskirtis prekė .	CONJ FEM;N;NOM;SG ADP ADV NUM NUM GEN;MASC;N;PL 3;ACT;FIN;IND;POS;PST;SG;V _ CONJ ADJ;ESS;FEM;INDF;PL CONJ ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG PROPN ADV ACT;ESS;FEM;INDF;PL;POS;PRS;V;V.PTCP ESS;FEM;N;PL ACT;FEM;GEN;INDF;POS;PRS;SG;V;V.PTCP PART 3;ACT;FIN;FUT;IND;POS;SG;V _ _ ADJ;FEM;GEN;INDF;SG _ FEM;GEN;N;SG FEM;GEN;N;SG _
bet kokie rusijos veiksmai , sekant tuo požiūriu , turi piktų intencijų .	bet koks rusija veiksmas , sekti tuo požiūris , turėti piktas intencija .	CONJ DET;MASC;NOM;PL FEM;GEN;PROPN;SG MASC;N;NOM;PL _ ACT;POS;PRS;V DET INS;MASC;N;SG _ 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;GEN;INDF;MASC;PL FEM;GEN;N;PL _
nesinori sakyti , bet turbūt netenka abejoti , kad daugelis mūsų intelektualų , dabar pasukusių strepsiado keliu , niekada nebuvo tikri intelektualai – buvo veikiau karjeristai , kuriems nepavyko užimti visuomenėje vietos , atitinkančios jų troškimus , ir kurių frustracija puikiai atliepia platesnių sluoksnių frustraciją .	norėtis sakyti , bet turbūt netekti abejoti , kad daugelis mūsų intelektualas , dabar pasukti strepsiadas kelias , niekada būti tikras intelektualas – būti veikiai karjeristas , kuris pavykti užimti visuomenė vieta , atitikti jų troškimas , ir kuris frustracija puikiai atliepti platus sluoksnis frustracija .	3;ACT;FIN;IND;NEG;PRS;REFL;V ACT;NFIN;POS;V _ CONJ PART 3;ACT;FIN;IND;NEG;PRS;SG;V ACT;NFIN;POS;V _ CONJ MASC;N;NOM;SG DET GEN;MASC;N;PL _ ADV ACT;GEN;INDF;MASC;PL;POS;PST;V;V.PTCP GEN;MASC;PROPN;SG INS;MASC;N;SG _ ADV 3;ACT;FIN;IND;NEG;PST;SG;V ADJ;INDF;MASC;NOM;PL MASC;N;NOM;PL _ 3;ACT;FIN;IND;PL;POS;PST;V ADV;CMPR MASC;N;NOM;PL _ DAT;MASC;PL;PRO 3;ACT;FIN;IND;NEG;PL;PST;V ACT;NFIN;POS;V ESS;FEM;N;SG FEM;GEN;N;SG _ ACT;FEM;GEN;INDF;POS;PRS;SG;V;V.PTCP DET ACC;MASC;N;PL _ CONJ GEN;MASC;PL;PRO FEM;N;NOM;SG ADV 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;CMPR;GEN;INDF;MASC;PL GEN;MASC;N;PL ACC;FEM;N;SG _
šių dienų valstybės remia savo teisę egzistuoti ne protėvių žygdarbiais ir kančiomis , o tuo , kaip funkcionuoja jų ekonomika , teisė , administracija , savivalda .	šis diena valstybė remti savo teisė egzistuoti ne protėviai žygdarbis ir kančia , o tuo , kaip funkcionuoti jų ekonomika , teisė , administracija , savivalda .	DET FEM;GEN;N;PL FEM;N;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V DET ACC;FEM;N;SG ACT;NFIN;POS;V NEG;PART GEN;MASC;N;PL INS;MASC;N;PL CONJ FEM;INS;N;PL _ CONJ PRO _ ADV 3;ACT;FIN;IND;POS;PRS;SG;V DET FEM;N;NOM;SG _ FEM;N;NOM;SG _ FEM;N;NOM;SG _ FEM;N;NOM;SG _
vytautas radžvilas kalba apie lietuvos išvalstybinimą , nutautinimą , valstybinės ir tautinės sąmonės dekonstrukciją europos sąjungoje .	vytautas radžvilas kalbėti apie lietuva išvalstybinimas , nutautinimas , valstybinis ir tautinis sąmonė dekonstrukcija europa sąjunga .	MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADP FEM;GEN;PROPN;SG ACC;MASC;N;SG _ ACC;MASC;N;SG _ ADJ;FEM;GEN;INDF;SG CONJ ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG ACC;FEM;N;SG FEM;GEN;PROPN;SG ESS;FEM;PROPN;SG _
liko aristofanas , nes jis gerai rašė ( kaip pasakytų audenas , time pardoned him for writing well ) .	likti aristofanas , nes jis gerai rašyti ( kaip pasakyti audenas , time pardoned him for writing well ) .	3;ACT;FIN;IND;POS;PST;SG;V MASC;NOM;PROPN;SG _ CONJ 3;MASC;NOM;PRO;SG ADV 3;ACT;FIN;IND;POS;PST;SG;V _ CONJ 3;ACT;COND;FIN;POS;SG;V MASC;NOM;PROPN;SG _ _ _ _ _ _ _ _ _
bet šiandien regime ir tautinių šūkių išvirkščiąją pusę .	bet šiandien regėti ir tautinis šūkis išvirkščias pusė .	CONJ ADV 1;ACT;FIN;IND;PL;POS;PRS;V PART ADJ;GEN;INDF;MASC;PL GEN;MASC;N;PL ACC;ADJ;DEF;FEM;SG ACC;FEM;N;SG _
santykiuose su vilnijos lenkais ima veikti tragiškas grįžtamasis ryšys : vienų nenuolaidumas stiprina kitų nenuolaidumą .	santykis su vilnija lenkas imti veikti tragiškas grįžti ryšys : vienas nenuolaidumas stiprinti kitas nenuolaidumas .	ESS;MASC;N;PL ADP FEM;GEN;PROPN;SG INS;MASC;N;PL 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V ADJ;INDF;MASC;NOM;SG DEF;MASC;NOM;PASS;POS;PRS;SG;V;V.PTCP MASC;N;NOM;SG _ GEN;MASC;PL;PRO MASC;N;NEG;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;GEN;INDF;MASC;PL ACC;MASC;N;NEG;SG _
nesunku pastebėti , kad šioje bėdoje nesame vieniši .	nesunkus pastebėti , kad šis bėda būti vienišas .	ADJ;INDF;NEG;NEUT ACT;NFIN;POS;V _ CONJ DET;ESS;FEM;SG ESS;FEM;N;SG 1;ACT;FIN;IND;NEG;PL;PRS;V ADJ;INDF;MASC;NOM;PL _
globalizmas esąs tik plėšraus kapitalizmo priedanga ir pseudonimas , o iš to plėšraus kapitalizmo turi naudos tik tamsios internacionalinės jėgos – paprastai dėl viso pikto nesakoma , bet gana aiškiai duodama suprasti , kad tai žydai ( pavyzdžiui sorosas ) .	globalizmas būti tik plėšrus kapitalizmas priedanga ir pseudonimas , o iš tas plėšrus kapitalizmas turėti nauda tik tamsus internacionalinis jėga – paprastai dėl visas piktas sakyti , bet gana aiškiai duoti suprasti , kad tai žydas ( pavyzdys sorosas ) .	MASC;N;NOM;SG ACT;INDF;MASC;NOM;POS;PRS;SG;V;V.PTCP ADV ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG FEM;N;NOM;SG CONJ MASC;N;NOM;SG _ CONJ ADP DET;GEN;MASC;SG ADJ;GEN;INDF;MASC;SG GEN;MASC;N;SG 3;ACT;FIN;IND;PL;POS;PRS;V FEM;GEN;N;SG ADV ADJ;FEM;INDF;NOM;PL ADJ;FEM;INDF;NOM;PL FEM;N;NOM;PL _ ADV ADP DET;GEN;MASC;SG ADJ;GEN;INDF;MASC;SG ACT;FEM;NEG;SG;V _ CONJ ADV ADV ACT;FEM;POS;SG;V ACT;NFIN;POS;V _ CONJ PRO MASC;N;NOM;PL _ DAT;MASC;N;SG MASC;NOM;PROPN;SG _ _
komedijos gale jis padega „ mąstyklą “ , kurioje ima pleškėti sokratas su svo pasekėjais .	komedija galas jis padegti „ mąstykla “ , kuris imti pleškėti sokratas su svo pasekėjas .	FEM;GEN;N;SG ESS;MASC;N;SG 3;MASC;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V _ ACC;FEM;N;SG _ _ ESS;FEM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V MASC;NOM;PROPN;SG ADP DET;INDF;INS;MASC;PL INS;MASC;N;PL _
bet apsiribokime lietuvišku pasaliu .	bet apsiriboti lietuviškas pasalis .	CONJ 1;ACT;FIN;IMP;PL;POS;REFL;V ADJ;INDF;INS;MASC;SG INS;MASC;N;SG _
pirmąjį tolerancijos žmogaus apdovanojimą 2002 metų sausio mėnesį gavo tomas šernas .	pirmas tolerancija žmogus apdovanojimas 2002 metai sausis mėnuo gauti tomas šernas .	ACC;ADJ;DEF;MASC;SG FEM;GEN;N;SG GEN;MASC;N;SG ACC;MASC;N;SG ADJ GEN;MASC;N;PL GEN;MASC;N;SG ACC;MASC;N;SG 3;ACT;FIN;IND;POS;PST;SG;V MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
„ tai buvo aukštos kokybės aparatai , maksimaliai primityvūs , bet užtikrinantys galimybę gauti informaciją .	„ tai būti aukštas kokybė aparatas , maksimaliai primityvus , bet užtikrinti galimybė gauti informacija .	_ PRO 3;ACT;FIN;IND;POS;PST;SG;V ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG MASC;N;NOM;PL _ ADV ADJ;INDF;MASC;NOM;PL _ CONJ ACT;INDF;MASC;NOM;PL;POS;PRS;V;V.PTCP ACC;FEM;N;SG ACT;NFIN;POS;V ACC;FEM;N;SG _
esu skaitęs – tiesa , ne lietuvių spaudoje , - interviu su mergina iš europos , kuri atsako į klausimą , kuo skiriasi rytų europos politinė scena nuo vakarų politinės scenos .	būti skaityti – tiesa , ne lietuvis spauda , - interviu su mergina iš europa , kuris atsakyti į klausimas , kuo skirtis rytas europa politinis scena nuo vakaras politinis scena .	1;ACT;FIN;IND;POS;PRS;SG;V ACT;INDF;MASC;NOM;POS;SG;V;V.PTCP _ FEM;N;NOM;SG _ NEG;PART ADJ;GEN;INDF;MASC;PL ESS;FEM;N;SG _ _ MASC;N;NOM;SG ADP FEM;INS;N;SG ADP FEM;GEN;PROPN;SG _ FEM;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADP ACC;MASC;N;SG _ ADV 3;ACT;FIN;IND;POS;PRS;REFL;SG;V GEN;MASC;PL;PROPN FEM;GEN;PROPN;SG ADJ;FEM;INDF;NOM;SG FEM;N;NOM;SG ADP GEN;MASC;PL;PROPN ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG _
tėvynę , tautą ir lietuvybę dera mylėti .	tėvynė , tauta ir lietuvybė derėti mylėti .	ACC;FEM;N;SG _ ACC;FEM;N;SG CONJ ACC;FEM;N;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V _
į visuomenininkų teikiamą apdovanojimą šiemet taip pat pretendavo rašytojas marius ivaškevičius ir žurnalistas domas burkauskas .	į visuomenininkų teikti apdovanojimas šiemet taip po pretenduoti rašytojas marius ivaškevičius ir žurnalistas domas burkauskas .	ADP ADV ACC;INDF;MASC;PASS;POS;PRS;SG;V;V.PTCP ACC;MASC;N;SG ADV PART PART 3;ACT;FIN;IND;PL;POS;PST;V MASC;N;NOM;SG MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG CONJ MASC;N;NOM;SG MASC;NOM;PROPN;SG MASC;NOM;PROPN;SG _
europos sąjunga , kad ir kokia ji būtų , kad ir kokias krizes ji pergyventų , keičiasi ir auga , ji yra sokrato , o ne strepsiado puseje .	europa sąjunga , kad ir koks ji būti , kad ir koks krizė ji pergyventi , keistis ir augti , ji būti sokratas , o ne strepsiadas pusė .	FEM;GEN;PROPN;SG FEM;NOM;PROPN;SG _ CONJ CONJ DET;FEM;NOM;SG 3;FEM;NOM;PRO;SG 3;ACT;COND;FIN;POS;SG;V _ CONJ CONJ ACC;DET;FEM;PL ACC;FEM;N;PL 3;FEM;NOM;PRO;SG 3;ACT;COND;FIN;POS;SG;V _ 3;ACT;FIN;IND;POS;PRS;REFL;SG;V CONJ 3;ACT;FIN;IND;POS;PRS;REFL;SG;V _ 3;FEM;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V GEN;MASC;PROPN;SG _ CONJ NEG;PART GEN;MASC;PROPN;SG ESS;FEM;N;SG _
sakiau ir sakysiu , kad šioje srityje buvo padarytos dvi didelės klaidos , kurias anksčiau ar vėliau reikės ištaisyt .	sakyti ir sakyti , kad šis sritis būti padaryti du didelis klaida , kuris anksčiau ar vėlai reikėti ištaisyti .	1;ACT;FIN;IND;POS;SG;V CONJ 1;ACT;FIN;FUT;IND;POS;SG;V _ CONJ DET;ESS;FEM;SG ESS;FEM;N;SG 3;ACT;FIN;IND;PL;POS;PST;V FEM;GEN;INDF;PASS;POS;PST;SG;V;V.PTCP ACC;FEM;NUM ADJ;FEM;INDF;NOM;PL FEM;N;NOM;PL _ ACC;FEM;PL;PRO ADV;CMPR CONJ ADV;CMPR 3;ACT;FIN;FUT;IND;POS;SG;V ACT;POS;PRS;V _
jei kas nori gyventi tobulai nepriklausomoje šiaurės korėjoje , tegu gyvena , bet tautai to prašom nesiūlyti .	jei kas norėti gyventi tobulai nepriklausomas šiaurė korėja , tegu gyventi , bet tauta tas prašom ūlytis .	CONJ NOM;PRO 3;ACT;FIN;IND;POS;PRS;SG;V ACT;NFIN;POS;V ADV ADJ;ESS;FEM;INDF;SG FEM;GEN;PROPN;SG ESS;FEM;PROPN;SG _ PART 3;ACT;FIN;IND;POS;PRS;SG;V _ CONJ DAT;FEM;N;SG GEN;MASC;PRO;SG PART ACT;NEG;NFIN;REFL;V _
vadiname jos narius patriotais – subjektyviai jie tokie ir buvo , - bet negalima gerbti patriotų , padariusių savo kraštui didžiulės žalos , kurios ligi šiol nepajėgiame išsrėbti .	vadinti jos narys patriotas – subjektyviai jie toks ir būti , - bet galėti gerbti patriotas , padaryti savo kraštas didžiulis žala , kuris ligi šis pajėgti išsrėbti .	1;ACT;FIN;IND;PL;POS;PRS;V DET ACC;MASC;N;PL INS;MASC;N;PL _ ADV 3;MASC;NOM;PL;PRO MASC;NOM;PL;PRO PART 3;ACT;FIN;IND;POS;PST;SG;V _ _ CONJ INDF;NEG;NEUT;PASS;PRS;V;V.PTCP ACT;NFIN;POS;V GEN;MASC;N;PL _ ACT;GEN;INDF;MASC;PL;POS;PST;V;V.PTCP DET DAT;MASC;N;SG ADJ;FEM;GEN;INDF;SG FEM;GEN;N;SG _ FEM;GEN;PRO;SG ADP ADV 1;ACT;FIN;IND;NEG;PL;PRS;V ACT;NFIN;POS;V _
nedaugelis žino , jog paskutinius žodžius įrašė vilniuje veikusioje gamykloje pagaminti prietaisai .	nedaugelis žinoti , jog paskutinis žodis įrašyti vilnius veikti gamykla pagaminti prietaisas .	MASC;N;NEG;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V _ CONJ ACC;ADJ;INDF;MASC;PL ACC;MASC;N;PL 3;ACT;FIN;IND;POS;PST;SG;V ESS;MASC;PROPN;SG ACT;ESS;FEM;INDF;POS;SG;V;V.PTCP ESS;FEM;N;SG ACT;NFIN;POS;V MASC;N;NOM;PL _
jis , kaip ir pats lėktuvas pagamintas gūdžiais sovietų sąjungos laikais , dar praėjusio amžiaus 9-jame dešimtmetyje .	jis , kaip ir pats lėktuvas pagaminti gūdus sovietas sąjunga laikas , dar praeiti amžius 9-jis dešimtmetis .	3;MASC;NOM;PRO;SG _ CONJ PART DET;MASC;NOM;SG MASC;N;NOM;SG INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ADJ;INDF;INS;MASC;PL GEN;MASC;PL;PROPN FEM;GEN;N;SG INS;MASC;N;PL _ ADV ACT;GEN;INDF;MASC;POS;SG;V;V.PTCP GEN;MASC;N;SG ADJ;ESS;INDF;MASC;SG ESS;MASC;N;SG _
bandymai jį modifikuoti ar kvestionuoti apibrėžimas kaip valstybės išdavimas , baustinas griežčiausiomis bausmėmis ligi sušaudymo imtinai .	bandymas jis modifikuoti ar kvestionuoti apibrėžti kaip valstybė išdavimas , bausti griežtas bausmė ligi sušaudymas imtinai .	MASC;N;NOM;PL 3;ACC;MASC;PRO;SG ACT;NFIN;POS;V CONJ ACT;NFIN;POS;V INDF;MASC;NOM;PASS;PL;POS;PRS;V;V.PTCP ADV FEM;GEN;N;SG MASC;N;NOM;SG _ INDF;MASC;NOM;POS;SG;V;V.PTCP ADJ;FEM;INDF;INS;PL;RL FEM;INS;N;PL ADP GEN;MASC;N;SG ADV _
visa tai primena karikatūra , kurią neseniai mačiau lenkų žurnale .	visas tai priminti karikatūra , kuris neseniai matyti lenkas žurnalas .	DET;FEM;NOM;SG PRO 3;ACT;FIN;IND;POS;PRS;SG;V FEM;N;NOM;SG _ ACC;FEM;PRO;SG ADV;NEG 1;ACT;FIN;IND;POS;PST;SG;V ADJ;GEN;INDF;MASC;PL ESS;MASC;N;SG _
labai geri schmidto mokiniai , irgi ne visada apie jį girdėję , buvo sovietai .	labai geras schmidt mokinys , irgi ne visada apie jis girdėti , būti sovietas .	ADV ADJ;INDF;MASC;NOM;PL GEN;MASC;PROPN;SG MASC;N;NOM;PL _ ADV NEG;PART ADV ADP 3;ACC;MASC;PRO;SG ACT;INDF;MASC;NOM;PL;POS;V;V.PTCP _ 3;ACT;FIN;IND;PL;POS;PST;V MASC;N;NOM;PL _
ji yra anachroniškas mentalinis konstruktas , paveldėtas iš xix amžiaus svajotojų .	ji būti anachroniškas mentalinis konstruktas , paveldėti iš xix amžius svajotojas .	3;FEM;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;INDF;MASC;NOM;SG ADJ;INDF;MASC;NOM;SG MASC;N;NOM;SG _ INDF;MASC;NOM;PASS;POS;PST;SG;V;V.PTCP ADP ADJ GEN;MASC;N;SG GEN;MASC;N;PL _
antroji klaida – genocido sąvokos infliacija , nutrinanti skirtumus tarp holokausto ir kitų totalitarinių nusikaltimų ( beje , tą infliaciją dar prieš atgaunant nepriklausomybę skatino mūsų emigrantai ) .	antras klaida – genocidas sąvoka infliacija , nutrinti skirtumas tarp holokaustas ir kitas totalitarinis nusikaltimas ( beje , tas infliacija dar prieš atgauti nepriklausomybė skatinti mūsų emigrantas ) .	ADJ;DEF;FEM;NOM;SG FEM;N;NOM;SG _ GEN;MASC;N;SG FEM;GEN;N;SG FEM;N;NOM;SG _ ACT;FEM;INDF;NOM;POS;PRS;SG;V;V.PTCP ACC;MASC;N;PL ADP GEN;MASC;N;SG CONJ ADJ;GEN;INDF;MASC;PL ADJ;GEN;INDF;MASC;PL GEN;MASC;N;PL _ PART _ ACC;DET;FEM;SG ACC;FEM;N;SG ADV ADP ACT;POS;PRS;V ACC;FEM;N;NEG;SG 3;ACT;FIN;IND;PL;POS;PST;V DET MASC;N;NOM;PL _ _
įsivyravo primityvus , nereflektuojantis nacionalizmas – sakyčiau , „ strepsiadiškas “ savojo demo kultas , noras įamžinti uždarumą ir provincializmą .	įsivyrauti primityvus , reflektuoti nacionalizmas – sakyti , „ strepsiadiškas “ savas demas kultas , noras įamžinti uždaruma ir provincializmas .	3;ACT;FIN;IND;POS;PST;SG;V ADJ;INDF;MASC;NOM;SG _ ACT;INDF;MASC;NEG;NOM;PRS;SG;V;V.PTCP MASC;N;NOM;SG _ 1;ACT;COND;FIN;POS;SG;V _ _ MASC;N;NOM;SG _ DEF;DET;GEN;MASC;SG GEN;MASC;N;SG MASC;N;NOM;SG _ MASC;N;NOM;SG ACT;NFIN;POS;V ACC;FEM;N;SG CONJ ACC;MASC;N;SG _
o jei bandysi įvesti fašistoidinę , neototalitarinę tvarką – turėsi skaitytis ne tik su briuselio nepasitenkinimu , bet pirmiausia su pilietiniu nepaklusnumu ir pasipriešinimu .	o jei bandyti įvesti fašistoidinė , neototalitarinė tvarka – turėti skaitytis ne tik su briuselis nepasitenkinimas , bet pirmiausia su pilietinis nepaklusnumas ir pasipriešinimas .	CONJ CONJ 2;ACT;FIN;FUT;IND;POS;SG;V ACT;NFIN;POS;V ACC;FEM;N;SG _ ACC;FEM;N;SG ACC;FEM;N;SG _ 2;ACT;FIN;FUT;IND;POS;SG;V ACT;NFIN;POS;REFL;V CONJ;NEG ADV ADP GEN;MASC;PROPN;SG INS;MASC;N;NEG;REFL;SG _ CONJ ADV;RL ADP ADJ;INDF;INS;MASC;SG INS;MASC;N;SG CONJ INS;MASC;N;SG _
bet , deja , pastarųjų metų praktika duoda pagrindo vadinti lietuvius žydšaudžių advokatų tauta .	bet , deja , pastaras metai praktika duoti pagrindas vadinti lietuvis žydšaudys advokatas tauta .	CONJ _ INTJ _ ADJ;DEF;GEN;MASC;PL GEN;MASC;N;PL FEM;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V GEN;MASC;N;SG ACT;NFIN;POS;V ACC;ADJ;INDF;MASC;PL GEN;MASC;N;PL GEN;MASC;N;PL FEM;N;NOM;SG _
sąjūdžio laikais buvo lengviausia išjudinti mases , pabrėžiant tautinį momentą , nes tai nereikalauja gilesnės refleksijos – į tautinius šūkius dauguma reaguoja automatiškai ar beveik automatiškai , tautinė savigarba yra savaime kilnus dalykas .	sąjūdis laikas būti lengvas išjudinti masė , pabrėžti tautinis momentas , nes tai reikalauti gilus refleksija – į tautinis šūkis dauguma reaguoti automatiškai ar beveik automatiškai , tautinis savigarba būti savaime kilnus dalykas .	GEN;MASC;PROPN;SG INS;MASC;N;PL 3;ACT;FIN;IND;POS;PST;SG;V ADJ;FEM;INDF;NOM;RL;SG ACT;NFIN;POS;V ACC;FEM;N;PL _ ACT;POS;PRS;V ACC;ADJ;INDF;MASC;SG ACC;MASC;N;SG _ CONJ PRO 3;ACT;FIN;IND;NEG;PRS;SG;V ADJ;CMPR;FEM;GEN;INDF;SG FEM;GEN;N;SG _ ADP ACC;ADJ;INDF;MASC;PL ACC;MASC;N;PL FEM;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADV CONJ ADV ADV _ ADJ;FEM;INDF;NOM;SG FEM;N;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADV ADJ;INDF;MASC;NOM;SG MASC;N;NOM;SG _
