část druhá	část druhý	FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG
(2) tvorba rezerv se účtuje na vrub nákladů , jejich použití , snížení nebo zrušení pro nepotřebnost ve prospěch nákladů .	(2) tvorba rezerva se účtovat na vrub náklad , jeho použití , snížení nebo zrušení pro potřebnost v prospěch náklad .	_ FEM;N;NOM;POS;SG FEM;GEN;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADP ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;PL;POS _ 3;DET;PSSP GEN;N;NEUT;POS;SG _ GEN;N;NEUT;POS;SG CONJ GEN;N;NEUT;POS;SG ACC;ADP ACC;FEM;N;NEG;SG ACC;ADP ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;PL;POS _
(5) podstatným vlivem se rozumí takový významný vliv na řízení nebo provozování podniku podle zvláštního právního předpisu , jenž není rozhodující ani společný ; není-li prokázán opak , považuje se za podstatný vliv dispozice nejméně s 20 % hlasovacích práv .	(5) podstatný vliv se rozumět takový významný vliv na řízení nebo provozování podnik podle zvláštní právní předpis , jenž být rozhodující ani společný ; není-li prokázaný opak , považovat se za podstatný vliv dispozice málo s 20 % hlasovací právo .	_ ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ACC;DET;INAN;MASC;SG ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ACC;ADP ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ MASC;NOM;PRO;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;ADJ;ANIM;IPFV;MASC;NOM;POS;PRS;SG;V.PTCP CONJ ADJ;ANIM;MASC;NOM;POS;SG _ _ ADJ;MASC;PASS;POS;SG;V.PTCP INAN;MASC;N;NOM;POS;SG _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;PRO;REFL ACC;ADP ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG ADV;CMPR;POS ADP;INS NUM _ ADJ;GEN;NEUT;PL;POS GEN;N;NEUT;PL;POS _
(1) účetní jednotka neuvedená v §_37 se dopustí správního deliktu tím , že a) nevede účetnictví podle §_4_odst._1 , b) nesestaví účetní závěrku podle §_6_odst._4 , nebo nesestaví účetní závěrku ke dni stanovenému v §_19_odst._1 , nebo nevyhotoví výroční zprávu podle §_21_odst._1_až_5 , c) vede účetnictví v rozporu s §_7_odst._1_a_2 , d) vede účetnictví v rozporu s §_8_odst._2 , e) jí sestavená účetní závěrka neobsahuje všechny povinné součásti uvedené v §_18_odst._1 nebo 2 , f) v rozporu s §_19a_odst._1 nepoužije pro účtování a sestavení účetní závěrky mezinárodní účetní standardy , g) v rozporu s §_20_odst._1 nemá účetní závěrku ověřenou auditorem nebo v rozporu s §_21_odst._6 nemá výroční zprávu ověřenou auditorem , h) nezveřejní účetní závěrku nebo výroční zprávu podle §_21a , i) nesestaví účetní výkazy za dílčí konsolidační celek státu nebo účetní výkazy za českou republiku , ač je k tomu povinna podle §_23b , j) v rozporu s §_31 neuschová účetní záznamy , nebo k) nezajistí podmínky pro předávání účetních záznamů do centrálního systému účetních informací státu způsobem stanoveným prováděcím právním předpisem vydaným na základě §_4_odst._8_a_§_23b_odst._534 ) nebo nepředá účetní záznam do centrálního systému účetních informací státu , ač jí tuto povinnost stanoví zákon nebo jiný právní předpis .	(1) účetní jednotka uvedený v §_37 se dopustit správní delikt ten , že a) vést účetnictví podle §_4_odst._1 , b) sestavit účetní závěrka podle §_6_odst._4 , nebo sestavit účetní závěrka k den stanovený v §_19_odst._1 , nebo vyhotovit výroční zpráva podle §_21_odst._1_až_5 , c) vést účetnictví v rozpor s §_7_odst._1_a_2 , d) vést účetnictví v rozpor s §_8_odst._2 , e) on sestavený účetní závěrka obsahovat všechen povinný součást uvedený v §_18_odst._1 nebo 2 , f) v rozpor s §_19a_odst._1 použít pro účtování a sestavení účetní závěrka mezinárodní účetní standarda , g) v rozpor s §_20_odst._1 mít účetní závěrka ověřený auditor nebo v rozpor s §_21_odst._6 mít výroční zpráva ověřený auditor , h) zveřejnit účetní závěrka nebo výroční zpráva podle §_21a , i) sestavit účetní výkaz za dílčí konsolidační celek stát nebo účetní výkaz za český republika , ač být k ten povinný podle §_23b , j) v rozpor s §_31 uschovat účetní záznam , nebo k) zajistit podmínka pro předávání účetní záznam do centrální systém účetní informace stát způsob stanovený prováděcí právní předpis vydaný na základ §_4_odst._8_a_§_23b_odst._534 ) nebo předat účetní záznam do centrální systém účetní informace stát , ač on tuto povinnost stanovit zákon nebo jiný právní předpis .	_ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADJ;FEM;NEG;NOM;SG ADP;ESS _ ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG DET;INS;SG;{MASC/NEUT} _ CONJ _ 3;ACT;FIN;IND;NEG;PRS;SG;V N;NEUT;NOM;POS;SG ADP;GEN _ _ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ CONJ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ADJ;DAT;INAN;MASC;POS;SG ADP;ESS _ _ CONJ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V N;NEUT;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V N;NEUT;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ _ _ 3;DAT;FEM;PRO;SG ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;DET;FEM;PL ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ACC;ADJ;FEM;PL;POS ADP;ESS _ CONJ NUM _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADP ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ACC;ADJ;FEM;POS;SG ANIM;INS;MASC;N;POS;SG _ _ 3;ACT;FIN;IND;NEG;PL;PRS;V ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADP;GEN _ _ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS ACC;ADP ACC;ADJ;INAN;MASC;POS;SG ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG CONJ ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS ACC;ADP ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _ CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;DAT DAT;DET;SG;{MASC/NEUT} ADJ;POS;{FEM/NEUT};{PL/SG} ADP;GEN _ _ _ ADP;ESS ESS;INAN;MASC;N;POS;SG ADP;INS _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS _ CONJ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;FEM;N;PL;POS ACC;ADP ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS GEN;INAN;MASC;N;POS;SG INAN;INS;MASC;N;POS;SG ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADJ;INAN;INS;MASC;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG _ _ CONJ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS GEN;INAN;MASC;N;POS;SG _ CONJ 3;DAT;FEM;PRO;SG ADV ACC;FEM;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V INAN;MASC;N;NOM;POS;SG CONJ ADJ;INAN;MASC;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _
(1) konsolidující účetní jednotka je povinna pro sestavení konsolidované účetní závěrky použít metody a) plné konsolidace , b) poměrné konsolidace , nebo c) konsolidace ekvivalencí ( protihodnotou ) .	(1) konsolidující účetní jednotka být povinný pro sestavení konsolidovaný účetní závěrka použít metoda a) plný konsolidace , b) poměrný konsolidace , nebo c) konsolidace ekvivalence ( protihodnota ) .	_ ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;POS;{FEM/NEUT};{PL/SG} ACC;ADP ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG NFIN;POS;V ACC;FEM;N;PL;POS _ ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ _ ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ CONJ _ FEM;N;NOM;POS;SG FEM;GEN;N;PL;POS _ FEM;INS;N;POS;SG _ _
(1) konsolidující účetní jednotka je povinna včas sdělit účetním jednotkám uvedeným v §_22_odst._3 , že budou konsolidovány .	(1) konsolidující účetní jednotka být povinný včas sdělit účetní jednotka uvedený v §_22_odst._3 , že být konsolidovaný .	_ ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;POS;{FEM/NEUT};{PL/SG} ADV NFIN;POS;V ADJ;DAT;FEM;PL;POS DAT;FEM;N;PL;POS ADJ;DAT;FEM;PL;POS ADP;ESS _ _ CONJ 3;ACT;FIN;FUT;IND;PL;POS;V ADJ;INAN;PASS;PL;POS;V.PTCP;{FEM/MASC} _
(1) při přeměně společnosti , kdy se rozhodný den neshoduje se dnem zápisu přeměny společnosti do obchodního rejstříku , zúčastněná společnost , která je účetní jednotkou ( dále jen " zúčastněná_účetní_jednotka " ) , přejímající společník , který je účetní jednotkou , nástupnická účetní jednotka , která nebyla zúčastněnou účetní jednotkou , nebo účetní jednotka uvedená v §_17_odst._5_zákona upraví , za účelem dosažení cíle stanoveného v §_10_zákona o přeměnách , ke dni zápisu přeměny společnosti do obchodního rejstříku účetnictví s účinky od rozhodného dne .	(1) při přeměna společnost , kdy se rozhodný den shodovat s dno zápis přeměna společnost do obchodní rejstřík , zúčastněný společnost , který být účetní jednotka ( dále jen " "zúčastněná_účetní_jednotka" " ) , přejímající společník , který být účetní jednotka , nástupnický účetní jednotka , který být zúčastněný účetní jednotka , nebo účetní jednotka uvedený v §_17_odst._5_zákona upravit , za účel dosažení cíl stanovený v §_10_zákona o přeměna , k den zápis přeměna společnost do obchodní rejstřík účetnictví s účinek od rozhodný den .	_ ADP;ESS ESS;FEM;N;POS;SG FEM;GEN;N;POS;SG _ ADV ACC;PRO;REFL ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ADP;INS INS;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _ ADV PART _ _ _ _ _ ACT;ADJ;ANIM;IPFV;MASC;NOM;POS;PRS;SG;V.PTCP ANIM;MASC;N;NOM;POS;SG _ DET;MASC;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _ ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG ACT;NEG;PST;V;V.PTCP;{FEM/NEUT};{PL/SG} ADJ;FEM;INS;POS;SG ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _ CONJ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG ADP;ESS _ 3;ACT;FIN;IND;POS;PRS;SG;V _ ADP;INS INAN;INS;MASC;N;POS;SG GEN;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG ADP;ESS _ ADP;ESS ESS;FEM;N;PL;POS _ ADP;DAT DAT;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG GEN;N;NEUT;POS;SG ADP;INS INAN;INS;MASC;N;PL;POS ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
(7) o zásobách se účtuje průběžně způsobem a nebo periodicky způsobem b. u způsobu a se v průběhu účetního období účtuje s využitím účtů v účtové třídě 1 zásoby .	(7) o zásoba se účtovat průběžně způsob a nebo periodicky způsob b. u způsob a se v průběh účetní období účtovat s využití účet v účtový třída 1 zásoba .	_ ADP;ESS ESS;FEM;N;PL;POS ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADV;POS INAN;INS;MASC;N;POS;SG CONJ CONJ ADV;POS INAN;INS;MASC;N;POS;SG N;NEUT;POS ADP;GEN GEN;INAN;MASC;N;POS;SG CONJ ACC;PRO;REFL ADP;ESS ESS;INAN;MASC;N;POS;SG ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADP;INS INS;N;NEUT;POS;SG GEN;INAN;MASC;N;PL;POS ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG NUM FEM;GEN;N;POS;SG _
§_63	§_63	_
(8) ustanovení odstavce 7 se nevztahuje na účetní jednotky , které k výkonu činnosti potřebují podle zvláštních právních předpisů bankovní licenci , povolení k výkonu činnosti obchodníka s cennými papíry , povolení ke vzniku investiční společnosti nebo investičního fondu , povolení ke vzniku a činnosti penzijního fondu , povolení působit jako družstevní záložna , povolení k provozování pojišťovací nebo zajišťovací činnosti , povolení k provádění všeobecného zdravotního pojištění .	(8) ustanovení odstavec 7 se vztahovat na účetní jednotka , který k výkon činnost potřebovat podle zvláštní právní předpis bankovní licence , povolení k výkon činnost obchodník s cenný papír , povolení k vznik investiční společnost nebo investiční fond , povolení k vznik a činnost penzijní fond , povolení působit jako družstevní záložna , povolení k provozování pojišťovací nebo zajišťovací činnost , povolení k provádění všeobecný zdravotní pojištění .	_ N;NEUT;NOM;POS;SG GEN;INAN;MASC;N;POS;SG NUM ACC;PRO;REFL 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS _ DET;FEM;NOM;PL ADP;DAT DAT;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ADP;GEN ADJ;GEN;INAN;MASC;PL;POS ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG _ ACC;N;NEUT;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG ANIM;GEN;MASC;N;POS;SG ADP;INS ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS _ ACC;N;NEUT;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG CONJ ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ ACC;N;NEUT;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG CONJ DAT;FEM;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ ACC;N;NEUT;POS;SG NFIN;POS;V CONJ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ ACC;N;NEUT;POS;SG ADP;DAT DAT;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG CONJ ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ ACC;N;NEUT;POS;SG ADP;DAT DAT;N;NEUT;POS;SG ADJ;GEN;NEUT;POS;SG ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG _
§_56	§_56	_
dále uvede údaj o individuálním referenčním množství mléka , individuální produkční kvótě , individuálním limitu prémiových práv a jiných obdobných kvótách a limitech , o kterých účetní jednotka neúčtovala na rozvahových ani výsledkových účtech , protože náklady na získání informace o jejich ocenění reprodukční pořizovací cenou by převýšily její významnost .	dále uvést údaj o individuální referenční množství mléko , individuální produkční kvóta , individuální limit prémiový právo a jiný obdobný kvóta a limit , o který účetní jednotka účtovat na rozvahový ani výsledkový účet , protože náklad na získání informace o jeho ocenění reprodukční pořizovací cena být převýšit jeho významnost .	ADV 3;ACT;FIN;IND;POS;PRS;SG;V ACC;INAN;MASC;N;POS;SG ADP;ESS ADJ;ESS;NEUT;POS;SG ADJ;ESS;NEUT;POS;SG ESS;N;NEUT;POS;SG GEN;N;NEUT;POS;SG _ ADJ;ESS;FEM;POS;SG ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG _ ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG ADJ;GEN;NEUT;PL;POS GEN;N;NEUT;PL;POS CONJ ADJ;ESS;FEM;PL;POS ADJ;ESS;FEM;PL;POS ESS;FEM;N;PL;POS CONJ ESS;INAN;MASC;N;PL;POS _ ADP;ESS DET;ESS;PL ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ACT;NEG;PST;V;V.PTCP;{FEM/NEUT};{PL/SG} ADP;ESS ADJ;ESS;INAN;MASC;PL;POS CONJ ADJ;ESS;INAN;MASC;PL;POS ESS;INAN;MASC;N;PL;POS _ CONJ INAN;MASC;N;NOM;PL;POS ACC;ADP ACC;N;NEUT;POS;SG ACC;FEM;N;PL;POS ADP;ESS 3;DET;PSSP ESS;N;NEUT;POS;SG ADJ;FEM;INS;POS;SG ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG COND;FIN;V ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} 3;DET;FEM;PSSS;SG ACC;FEM;N;POS;SG _
informace o jednotlivých transakcích lze seskupovat podle jejich charakteru s výjimkou případů , kdy jsou samostatné informace nezbytné k pochopení dopadu transakcí na finanční situaci účetní jednotky .	informace o jednotlivý transakce lze seskupovat podle jeho charakter s výjimka případ , kdy být samostatný informace nezbytný k pochopení dopad transakce na finanční situace účetní jednotka .	ACC;FEM;N;PL;POS ADP;ESS ADJ;ESS;FEM;PL;POS ESS;FEM;N;PL;POS 3;ACT;FIN;IND;POS;PRS;SG;V NFIN;POS;V ADP;GEN 3;DET;PSSP GEN;INAN;MASC;N;POS;SG ADP;INS FEM;INS;N;POS;SG GEN;INAN;MASC;N;PL;POS _ ADV 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;DAT DAT;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;PL;POS ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _
§_30	§_30	_
inventarizace majetku a závazků	inventarizace majetek a závazek	FEM;N;NOM;POS;SG GEN;INAN;MASC;N;POS;SG CONJ GEN;INAN;MASC;N;PL;POS
(2) účetní jednotky uvedené v odstavci 1 nejsou povinny mít auditorem ověřenou účetní závěrku a) sestavenou v průběhu konkursu , a to po dobu nepřetržitě po sobě jdoucích 36 kalendářních měsíců , počínaje prvním dnem kalendářního měsíce následujícího po dni , kterým nastaly účinky prohlášení konkursu , pokud o jejím ověření auditorem nerozhodne věřitelský výbor , b) sestavenou ke dni předcházejícímu dni , kterým nastanou účinky schválení reorganizačního plánu , pokud o jejím ověření auditorem nerozhodne věřitelský výbor , c) pokud došlo ke zrušení konkursu z důvodu , že majetek dlužníka je pro uspokojení věřitelů zcela nepostačující , d) pokud tak stanoví zvláštní právní předpis .	(2) účetní jednotka uvedený v odstavec 1 být povinný mít auditor ověřený účetní závěrka a) sestavený v průběh konkurs , a ten po doba nepřetržitě po se jdoucí 36 kalendářní měsíc , počínat první den kalendářní měsíc následující po den , který nastat účinek prohlášení konkurs , pokud o jeho ověření auditor rozhodnout věřitelský výbor , b) sestavený k den předcházející den , který nastat účinek schválení reorganizační plán , pokud o jeho ověření auditor rozhodnout věřitelský výbor , c) pokud dojít k zrušení konkurs z důvod , že majetek dlužník být pro uspokojení věřitel zcela postačující , d) pokud tak stanovit zvláštní právní předpis .	_ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;ESS ESS;INAN;MASC;N;POS;SG NUM 3;ACT;FIN;IND;NEG;PL;PRS;V ADJ;INAN;PL;POS;{FEM/MASC} NFIN;POS;V ANIM;INS;MASC;N;POS;SG ACC;ADJ;FEM;POS;SG ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG _ ACC;ADJ;FEM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG _ CONJ ACC;DET;NEUT;SG ACC;ADP ACC;FEM;N;POS;SG ADV;POS ADP;ESS ESS;PRO;REFL ACT;ADJ;ESS;INAN;IPFV;MASC;PL;POS;PRS;V.PTCP NUM ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ ACT;IPFV;MASC;POS;PRS;SG;V;V.CVB ADJ;INAN;INS;MASC;SG INAN;INS;MASC;N;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ACT;ADJ;GEN;INAN;IPFV;MASC;POS;PRS;SG;V.PTCP ADP;ESS ESS;INAN;MASC;N;POS;SG _ DAT;DET;PL ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} INAN;MASC;N;NOM;PL;POS GEN;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG _ CONJ ADP;ESS 3;DET;ESS;PSSS;SG;{MASC/NEUT} ESS;N;NEUT;POS;SG ANIM;INS;MASC;N;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _ _ ADJ;FEM;INS;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ACT;ADJ;DAT;IPFV;NEUT;POS;PRS;SG;V.PTCP DAT;INAN;MASC;N;POS;SG _ DAT;DET;PL 3;ACT;FIN;IND;PL;POS;PRS;V INAN;MASC;N;NOM;PL;POS GEN;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _ CONJ ADP;ESS 3;DET;ESS;PSSS;SG;{MASC/NEUT} ESS;N;NEUT;POS;SG ANIM;INS;MASC;N;POS;SG 3;ACT;FIN;IND;NEG;PRS;SG;V ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _ _ CONJ ACT;NEUT;POS;PST;SG;V;V.PTCP ADP;DAT DAT;N;NEUT;POS;SG GEN;INAN;MASC;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG _ CONJ INAN;MASC;N;NOM;POS;SG ANIM;GEN;MASC;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADP ACC;N;NEUT;POS;SG ANIM;GEN;MASC;N;PL;POS ADV ACT;ADJ;INAN;IPFV;MASC;NEG;NOM;PRS;SG;V.PTCP _ _ CONJ ADV 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;INAN;MASC;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _
dále popíše případná opatření nebo návrhy řešení těchto skutečností .	dále popsat případný opatření nebo návrh řešení tento skutečnost .	ADV 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;NEUT;PL;POS ACC;N;NEUT;PL;POS CONJ ACC;INAN;MASC;N;PL;POS GEN;N;NEUT;POS;SG DET;GEN;PL FEM;GEN;N;PL;POS _
